*HASH_VALUE	title_id	name	women_name
_F86EED666A508151	fct_newb_tb_chief	 （Barkdell 卫兵队长）	
_134588A0A4E97736	fct_newb_tc	 （Hobwelly 卫兵）	
_BAFED56BAA901520	fct_newb_tc_chief	 （Hobwelly 卫兵队长）	
_15B6889F2594EB6A	fct_newb_td	 （Waverton 卫兵）	
_BC6FD56A6AA18954	fct_newb_td_chief	 （Waverton 卫兵队长）	
_51659097D8B7EF6F	fct_newb_te	 （Dingleton 卫兵）	
_F81EDD62B6C48D59	fct_newb_te_chief	 （Dingleton 卫兵队长）	
_9459CCB3DF3E975B	fct_registar	 （公会书记官）	
_5D441AD8E996D8B9	fct_ins_f	 （战斗教官）	
_DAE41AB616D6F4B3	fct_ins_m	 （魔法教官）	
_686B9F2924B7F4C0	fct_ins_r	 （制造教官）	
_FC35BE16E9460CAF	fct_ins_h	 （采集教官）	
_41F4E0488729241C	fct_mf_rolemaster	 （近战战士公会职业导师）	
_1F750264DA2BFF2A	fct_rf_rolemaster	 （远程战士公会职业导师）	
_2900034FE35E71B7	fct_c_rolemaster	 （战士公会职业导师）	
_E66F61FF3EC317D0	fct_mh_rolemaster	 （治疗施法者公会职业导师）	
_294878C33EB3EF9B	fct_mb_rolemaster	 （增益施法者公会职业导师）	
_E8CA0D2F6DA22BA6	fct_ma_rolemaster	 （进攻施法者公会职业导师）	
_A169FAEB8B1744C5	fct_m_rolemaster	 （法师公会职业导师）	
_1F1A9E5EA4FD25CF	fct_t_rolemaster	 （商人公会职业导师）	
_22BBE962E86D71C7	fct_h_rolemaster	 （采集者公会职业导师）	
_238946101D6A59BA	fct_f_rolemaster	 （工匠公会职业导师）	
_FEE10832815C7C47	fct_f_trainer	 （战士培训师）	
_3A30101023C7B85B	fct_m_trainer	 （法师培训师）	
_2D80081AA4667F2D	fct_c_trainer	 （工匠培训师）	
_3AE134166CF4C85D	fct_h_trainer	 （采集者培训师）	
_B9C8045A62476B86	fct_f_guild_trainer	 （公会战士培训师）	
_39A61F0126172F82	fct_m_guild_trainer	 （公会法师培训师）	
_B94727EB93D56E7D	fct_c_guild_trainer	 （公会工匠培训师）	
_7C06B3D327882F88	fct_h_guild_trainer	 （公会采集者培训师）	
_645634B34D8613D7	fct_guild_we	 （迎宾员）	
_06ABAA82B32B6C54	fct_guild_rm_craft	 （制造职业导师）	
_CB8A8E7D2973F30F	fct_guild_rm_fight	 （战斗职业导师）	
_F8CA6678A6930FE6	fct_guild_rm_magic	 （魔法职业导师）	
_9F566FABDE44A874	fct_scout	斥候	
_92AAE47F5285D8A9	fct_ambassador	大使	
_25BA90B9E8B7C261	fct_corporal	下士	
_98CAA891AF99102B	fct_sergent	中士	
_1138D4932AF6E85A	fct_captain	队长	
_11CFB773732E88B9	fct_city_welcomer	城市迎宾员	
_992106B23D12F5C0	fct_village_welcomer	村庄迎宾员	
_DBB854FAB4CD3968	fct_foreman_apprentice	监工学徒	
_12E97FAC6BCA0263	fct_foreman	监工	
_2C8C85CA36B29969	fct_foreman_master	大师监工	
_5485F09DE885E881	fct_hawker	行商	
_EAC803F3D976B8A0	fct_journeyman	熟练工匠	
_2A91C9AAE63A90C1	fct_kami_ambassador	Kami 大使	
_34E7060715EA8D92	fct_kami_welcomer	Kami 迎宾员	
_7F448DC446CEEA84	fct_karavan_ambassador	Karavan 大使	
_A31BECD1E2F7F500	fct_karavan_agent	Karavan 专员	
_50AF2F01EA1319AA	fct_karavan_welcomer	Karavan 迎宾员	
_DB80A90FAAA63F79	fct_local_messenger	本地信使	
_9DD66D7FCD23A90E	fct_frontiers_messenger	边境信使	
_E7CD1B8DD473CB65	fct_outlands_messenger	荒野信使	
_546BE49BA2D637B9	fct_patrolman	巡逻兵	
_1A9AC08BDA75B4B5	fct_prospector	探矿者	
_005ABA2BBA2C2763	fct_tribe_welcomer	部落迎宾员	
_72ED35F1567AB4F3	fct_local_supplier	本地补给官	
_0C691BA0822BEE84	fct_frontiers_supplier	边境补给官	
_71BA1712ED73F5EA	fct_outlands_supplier	荒野补给官	
_B3D62478D0A96233	fct_outpost_steward	前哨站管家	
_6E218F06F6C4C35A	fct_outpost_steward_tribe	部落前哨站管家	
_C996B964B332B13E	fct_outpost_officer	前哨站军官	
_E07DCF51AA67A79E	fct_outpost_officer_tribe	部落前哨站军官	
_E9A9D807003E1A1E	Refugee	难民	难民
_6AB4EC6268B88CB6	Homin	Homin	Homin
_5B0936F36CAAED6F	Novice_Artisan	新手工匠	新手工匠
_5FD1130608EF5476	Novice_Warrior	新手战士	新手战士
_A77AD8BADDD4704B	Novice_Harvester	新手采集者	新手采集者
_2B787170835462F5	Novice_Magician	新手法师	新手法师
_A6121B911E679EAF	Artisan_Apprentice	工匠学徒 	工匠学徒 
_E1D997A261BCDE41	Warrior_Apprentice	战士学徒	战士学徒
_5E3BBF1E7588AF84	Magician_Apprentice	法师学徒 	法师学徒 
_F72B78A052A04DDB	Fyros_Artisan_Apprentice	Fyros 工匠学徒 	Fyros 工匠学徒 
_F13A34A752A035D7	Matis_Artisan_Apprentice	Matis 工匠学徒 	Matis 工匠学徒 
_D7157CC15C0669CB	Tryker_Artisan_Apprentice	Tryker 工匠学徒 	Tryker 工匠学徒 
_F1CBA0B4526707C3	Zorai_Artisan_Apprentice	Zoraï 工匠学徒 	Zoraï 工匠学徒 
_BA5834306E2070B0	Melee_Warrior_Apprentice	武士	武士
_1C02198C57B42A8E	Sniper_Apprentice	神枪手学徒 	神枪手学徒 
_76CA54C7B85E21F4	Fyros_Armorer_Apprentice	Fyros 甲匠学徒	Fyros 甲匠学徒
_E534877171A78595	Fyros_Jeweler_Apprentice	Fyros 珠宝匠学徒	Fyros 珠宝匠学徒
_687F1E242A40234E	Fyros_Weapon_Smith_Apprentice	Fyros 武器匠学徒	Fyros 武器匠学徒
_65BF28B111BF9A58	Fyros_Munitioner_Apprentice	Fyros 弹药匠学徒	Fyros 弹药匠学徒
_53283BB2978F818B	Fyros_Gun_Smith_Apprentice	Fyros 枪械匠学徒	Fyros 枪械匠学徒
_B608DB98443FEF1B	Fyros_Shield_Smith_Apprentice	Fyros 盾牌匠学徒	Fyros 盾牌匠学徒
_70D910CEB85E09F0	Matis_Armorer_Apprentice	Matis 甲匠学徒	Matis 甲匠学徒
_26542772F2C6A97D	Matis_Jeweler_Apprentice	Matis 珠宝匠学徒	Matis 珠宝匠学徒
_822A4EA8BDBEFE33	Matis_Weapon_Smith_Apprentice	Matis 武器匠学徒	Matis 武器匠学徒
_639F70A7D3BF9A58	Matis_Munitioner_Apprentice	Matis 弹药匠学徒	Matis 弹药匠学徒
_13687BC0972F8973	Matis_Gun_Smith_Apprentice	Matis 枪械匠学徒	Matis 枪械匠学徒
_B017979F443FD717	Matis_Shield_Smith_Apprentice	Matis 盾牌匠学徒	Matis 盾牌匠学徒
_69EEDB1B180601DA	Tryker_Armorer_Apprentice	Tryker 甲匠学徒	Tryker 甲匠学徒
_831CA520595281FE	Tryker_Jeweler_Apprentice	Tryker 珠宝匠学徒	Tryker 珠宝匠学徒
_401C5CE185F60D3B	Tryker_Weapon_Smith_Apprentice	Tryker 武器匠学徒	Tryker 武器匠学徒
_B76AAD020B48B78F	Tryker_Munitioner_Apprentice	Tryker 弹药匠学徒	Tryker 弹药匠学徒
_1C698F11A7FE97D5	Tryker_Gun_Smith_Apprentice	Tryker 枪械匠学徒	Tryker 枪械匠学徒
_CDCD2F3DAD72A8AB	Tryker_Shield_Smith_Apprentice	Tryker 盾牌匠学徒	Tryker 盾牌匠学徒
_706A7CDBB825DBDC	Zorai_Armorer_Apprentice	Zoraï 甲匠学徒	Zoraï 甲匠学徒
_673451779026D581	Zorai_Jeweler_Apprentice	Zoraï 珠宝匠学徒	Zoraï 珠宝匠学徒
_39FFFDFF77507EE9	Zorai_Weapon_Smith_Apprentice	Zoraï 武器匠学徒	Zoraï 武器匠学徒
_09CB7CB49F3105B2	Zorai_Munitioner_Apprentice	Zoraï 弹药匠学徒	Zoraï 弹药匠学徒
_7C8DEC74BB6B633F	Zorai_Gun_Smith_Apprentice	Zoraï 枪械匠学徒	Zoraï 枪械匠学徒
_2E2688E2772531E4	Zorai_Shield_Smith_Apprentice	Zoraï 盾牌匠学徒	Zoraï 盾牌匠学徒
_55C9BA1AC87A2904	Melee_Warrior	近战武士	近战武士
_BE09EA16D611D6DE	Range_Fighter	远程战士	远程战士
_181A65577BF81C9B	Light_Armsman	轻武器手	女轻武器手
_FCBA5545DDF858AE	Heavy_Armsman	重武器手	女重武器手
_C9AB444C6EC52866	Gunman	枪手	枪手
_97E711B3BC2F4476	Heavy_Gunman	重枪手	重枪手
_E92EA28E3C2E54F7	Advanced_Gunman	进阶枪手	进阶枪手
_CA6BE5AF4CC52861	Advanced_Heavy_Gunman	进阶重枪手	进阶重枪手
_66D9D47D23A9B09D	Bludgeoner	钝击手	钝击手
_B027C07526886C9B	Skewerer	串刺手	串刺手
_AC496C98A5599C88	Slasher	劈砍手	劈砍手
_EBD8D88ADF8600C2	Smasher	砸击手	砸击手
_E63AEC6C4CACD4A2	Impaler	穿刺手	穿刺手
_6759807BA0150CD0	Cleaver	斩裂手	斩裂手
_EC27F04BED74007E	Bowman	弓手	弓手
_6710339D5689E95C	Heavy_Bowman	重弓手	女重弓手
_0B39E16F13969BAB	Pistoleer	手枪射手	手枪射手
_8C40965B20B52E76	Heavy_Artilleryman	重炮手	女重炮手
_BEDC54D580B584A2	Crossbowman	弩手	女弩手
_AB79E08FAFD84894	Artilleryman	炮手	女炮手
_EA3AF4306ED8B4A2	Rifleman	步枪手	女步枪手
_7DABE2F42D1F7827	Maceman	碎骨者	碎骨者
_6FE93C8DA6F83890	Brute	蛮士	蛮士
_E391104CC68BF954	Knifeman	旋风手	旋风手
_EA1A8C36E87AB4A6	Spearman	长枪骑士	长枪骑士
_053049A64AA7F86B	Axeman	收割者	收割者
_89C2707D208920B3	Swordsman	决斗家	决斗家
_C9C490904BB5CB60	Heavy_Maceman	破坏者	破坏者
_A7B9F48FA5983494	Pikeman	长矛手	女长矛手
_03FC743C726229DC	Heavy_Axeman	处刑者	处刑者
_583588BDA81F3653	Heavy_Swordsman	斩杀者	斩杀者
_AD5EF9B5BE8F2D6A	Master_Bowman	大师弓手	大师弓手
_28DCA65EF3DA8166	Master_Heavy_Bowman	大师重弓手	女大师重弓手
_7A183255D98ACD09	Master_Pistoleer	神枪手	神枪手
_17E9565DE31F4BB9	Master_Heavy_Artilleryman	大师重炮手	大师重炮手
_E9918E776489D0A0	Master_Crossbowman	大师弩手	女大师弩手
_162985C01C361E7B	Master_Artilleryman	轰炸手	轰炸手
_1EC700E1786AB02E	Master_Rifleman	神射手	神射手
_2548586A7D920133	Master_Maceman	碎颅者	碎颅者
_7CB549F0962CB896	Master_Brute	杖法大师	杖法大师
_FA79B57A7EE4018E	Master_Knifeman	匕首名家	匕首名家
_A467FCF3B349842E	Master_Spearman	精英长枪骑士	精英长枪骑士
_37C5C66FEA25A583	Master_Axeman	猩红收割者	猩红收割者
_E1500CD892E8BDDE	Master_Swordsman	剑术名家	剑术名家
_9F0755B55BAB0B94	Master_Heavy_Maceman	爆破者	爆破者
_810C06F03FA40D9C	Master_Pikeman	精英长矛手	女精英长矛手
_670CE3818BE4005E	Master_Heavy_Axeman	猩红处刑者	猩红处刑者
_B714102DCEAB442E	Master_Heavy_Swordsman	剑刃大师	女剑刃大师
_10DAC64F5D008F77	Master_Hand_To_Hand_Fighter	霸战者	霸战者
_451911F73690DC2E	Hand_To_Hand_Fighter	拳斗家	拳斗家
_9E50AB0BC1885AE7	Close_Fighter	近身斗士	近身斗士
_621BB90A9BF07755	Advanced_Close_Fighter	搏击者	搏击者
_E44253B13E88A654	Defensive_Magician	防御法师	防御法师
_A64257BC5D38A6D1	Offensive_Magician	进攻法师	进攻法师
_35720B8BACA0403C	Elementalist_Apprentice	元素师学徒	元素师学徒
_28C940A029F9249F	Mentalist	心灵师	心灵师
_DF99748A27EA989C	Enchanter	附魔师	附魔师
_30587C83EDF908BC	Summoner	召唤师	召唤师
_41EB54751CD7B6A2	Master_Of_Illusion	幻术法师	幻术法师
_D4719D915781293F	Mind_Lord	心灵主宰	心灵主宰
_A5A000EDABC8B0A6	Healer	治疗师	治疗师
_6B77B0582A94C866	Shaman	萨满	萨满
_A23BFC11AF21869A	Priest	祭司	女祭司
_D94DBEC4EDAED128	Master_Of_Life	生命法师	生命法师
_F4FA92C59F5516FF	Celestial_Guardian	天界守护者	天界守护者
_1FA7A866CB426075	Black_Mage	黑魔法师	黑魔法师
_9F8FBBF2BC268FDC	Affliction_Bringer	降咒者	降咒者
_A54EB0364137A3F4	Master_Of_Torment	苦痛法师	苦痛法师
_FE14EF539780121A	Avatar_Of_Sorrow	悲伤化身	悲伤化身
_B21A109CA75BC09C	Destroyer	毁灭者	毁灭者
_87E98CAAA35638B1	Warlock	术士	术士
_A8A72C4EE23880A1	Archmage	元素师	元素师
_068EBFBEFDE98CC3	Master_Of_Pain	痛苦法师	痛苦法师
_B7FE98E4ACFFE429	Avatar_Of_Destruction	毁灭化身	毁灭化身
_2630D5DCED0239F7	Elementalist	元素师	元素师
_5F892C9568B8EC9E	Alchemist	炼金术士	炼金术士
_23091087648804A9	Biomancer	生物术士	生物术士
_72DA28EC8CB7D72C	Master_Of_Energies	能量大师	能量大师
_1BDE34D71A52E83F	Chosen_Of_Atys	Atys 天选者	Atys 天选者
_25761B555085A3CB	Title00079	行者	行者
_C333D3151F4AFC88	FBT	Atys 长老	Atys 长老
_40348BC240606E6F	SGM	资深游戏管理员	资深游戏管理员
_59C7AAE85D981BE4	GM	游戏管理员	游戏管理员
_CB17320A534E8C51	VG	资深向导	资深向导
_90E50C7ED846C472	SG	资深向导	资深向导
_DE4A708A6014D456	G	向导	向导
_D706CFA21E18566A	Armorer_Apprentice	甲匠学徒	甲匠学徒
_B488ABA5780CA4B9	Jeweler_Apprentice	珠宝匠学徒	珠宝匠学徒
_3AF7ECD6AAD82953	Melee_Weapon_Smith_Apprentice	近战武器匠学徒	近战武器匠学徒
_3DAEABE942DF5DDB	Range_Weapon_Smith_Apprentice	远程武器匠学徒	远程武器匠学徒
_A740796C0AAD741B	Heavy_Armorer	重甲匠	重甲匠
_2481557066CC5E16	Light_Armorer	轻甲匠	轻甲匠
_870F6272FAD745A0	Medium_Armorer	中甲匠	中甲匠
_1EF53269518F722B	Shield_Smith	盾牌匠	盾牌匠
_EAB77867BFD9A0CC	Jeweler	珠宝匠	珠宝匠
_B274ABE8E1B9A2B3	Melee_Weapon_Smith	近战武器匠	近战武器匠
_74ECC282139428F6	Melee_Heavy_Weapon_Smith	重型近战武器匠	重型近战武器匠
_95223C0214D42804	Melee_Light_Weapon_Smith	近战轻武器匠	近战轻武器匠
_F56A1486E04AFEE1	Range_Weapon_Smith	远程武器匠	远程武器匠
_61ABE21384D00C19	Range_Heavy_Weapon_Smith	重型远程武器匠	重型远程武器匠
_B4DAB32922AC34ED	Advanced_Heavy_Armorer	进阶重甲匠	进阶重甲匠
_B8498BB1DFCB0ADF	Advanced_Light_Armorer	进阶轻甲匠	进阶轻甲匠
_A70F18C178408FF7	Advanced_Medium_Armorer	进阶中甲匠	进阶中甲匠
_4B78417B8C5DEB07	Advanced_Shield_Smith	进阶盾牌匠	进阶盾牌匠
_D81FAEF19AF41E94	Advanced_Jeweler	进阶珠宝匠	进阶珠宝匠
_8D7D2FCA01DD6349	Advanced_Melee_Weapon_Smith	进阶近战武器匠	进阶近战武器匠
_3554AE0FE215004F	Advanced_Melee_Heavy_Weapon_Smith	进阶近战重武器匠	进阶近战重武器匠
_304442DFF101C324	Advanced_Melee_Light_Weapon_Smith	进阶近战轻武器匠	进阶近战轻武器匠
_8F4121D90AB790AE	Advanced_Range_Weapon_Smith	进阶远程武器匠	进阶远程武器匠
_B8A99E663016B610	Advanced_Range_Heavy_Weapon_Smith	进阶远程重武器匠	进阶远程重武器匠
_CF0ECB28241AF406	Expert_Heavy_Armorer	专家重甲匠	专家重甲匠
_2D2D1B1FA1A3C0F8	Expert_Light_Armorer	专家轻甲匠	专家轻甲匠
_7BDD3CFC73CF3749	Expert_Medium_Armorer	专家中甲匠	专家中甲匠
_7B75B199C9E25C14	Expert_Shield_Smith	专家盾牌匠	专家盾牌匠
_23992EE300D26C80	Expert_Jeweler	专家珠宝匠	专家珠宝匠
_602177F7CAB5A035	Expert_Melee_Weapon_Smith	专家近战武器匠	专家近战武器匠
_5C43FA82BD66C2C9	Expert_Melee_Heavy_Weapon_Smith	专家重型近战武器匠	专家重型近战武器匠
_B81EFA836624B202	Expert_Melee_Light_Weapon_Smith	专家近战轻武器匠	专家近战轻武器匠
_38FE3140F7AD6419	Expert_Range_Weapon_Smith	专家远程武器匠	专家远程武器匠
_055D71B8EA8EBDCD	Expert_Range_Heavy_Weapon_Smith	专家重型远程武器匠	专家重型远程武器匠
_5F9E7CC8ED30F04E	Heavy_Armorer_Master	大师重甲匠	大师重甲匠
_58A68CDAAA4F123C	Light_Armorer_Master	大师轻甲匠	大师轻甲匠
_81FEC3FDCB6FE089	Medium_Armorer_Master	大师中甲匠	大师中甲匠
_05BFA0C15199FE7E	Shield_Smith_Master	大师盾牌匠	大师盾牌匠
_DC8A6651BBFB02DB	Jeweler_Master	大师珠宝匠	大师珠宝匠
_7EA226004EE26728	Melee_Weapon_Smith_Master	大师近战武器匠	大师近战武器匠
_8B4278913507CA8F	Melee_Heavy_Weapon_Smith_Master	大师近战重武器匠	大师近战重武器匠
_8BD31A977366B48F	Melee_Light_Weapon_Smith_Master	大师近战轻武器匠	大师近战轻武器匠
_CCC8BD2311896DAF	Range_Weapon_Smith_Master	大师远程武器匠	大师远程武器匠
_9EDC1ABECD5C1ADA	Range_Heavy_Weapon_Smith_Master	 大师远程重武器匠	 大师远程重武器匠
_98AF3D39E2570A8F	Forager_Apprentice	采集者学徒	采集者学徒
_2108247FA28A0CBA	Forager	采集者	采集者
_1C69D61F576B5EFB	Desert_Forager	沙漠采集者	沙漠采集者
_A2447D290E7327C6	Forest_Forager	森林采集者	森林采集者
_F01303CEF4F0FD2C	Jungle_Forager	丛林采集者	丛林采集者
_1A6F7138F8FC117F	Lacustre_Forager	湖泊采集者	湖泊采集者
_9FA430B4C90BD63E	Prime_Roots_Forager	原始根须采集者	原始根须采集者
_FCF277C36AFCA736	Advanced_Desert_Forager	进阶沙漠采集者	进阶沙漠采集者
_32889DC60406B332	Advanced_Forest_Forager	进阶森林采集者	进阶森林采集者
_439BA194FD33422B	Advanced_Jungle_Forager	进阶丛林采集者	进阶丛林采集者
_0491B10D39DDF983	Advanced_Lacustre_Forager	进阶湖泊采集者	进阶湖泊采集者
_EC139AD0939151D8	Advanced_Prime_Roots_Forager	进阶原始根须采集者	进阶原始根须采集者
_3AB280B42CB557F0	Expert_Desert_Forager	专家沙漠采集者	专家沙漠采集者
_0A810DB27857DC92	Expert_Forest_Forager	专家森林采集者	专家森林采集者
_95F2D1D38C924361	Expert_Jungle_Forager	专家丛林采集者	专家丛林采集者
_0078ED237D1B07FC	Expert_Lacustre_Forager	专家湖泊采集者	专家湖泊采集者
_691AA42CFC954B50	Expert_Prime_Roots_Forager	专家原始根须采集者	专家原始根须采集者
_3E11DCC9D0BC17E2	Master_Desert_Forager	大师沙漠采集者	大师沙漠采集者
_CE0F89DEB6D7C487	Master_Forest_Forager	大师森林采集者	大师森林采集者
_177253E12AE23348	Master_Jungle_Forager	大师丛林采集者	大师丛林采集者
_82F86F311B6BF7E3	Master_Lacustre_Forager	大师湖泊采集者	大师湖泊采集者
_2708503476F5D33B	Master_Prime_Roots_Forager	大师原始根须采集者	大师原始根须采集者
_C58698FE29D8F4A2	gn_green_seed_comrade	普通首领	
_61208066BB6B6D62	gn_kitin_gatherers-magician_guard	大师卫兵	
_0075026D1C60BDD1	gn_kitin_gatheres_wander_guards	大师卫兵	
_E0EB24AD6AA9148C	gn_matis_defender	Matis 守卫	
_6293E0F632C9E26F	gn_recoverers_guard_6	大师卫兵	
_6618630CEAB89CED	gn_zorai_voluteer_m	Zoraï 守卫	
_A9ED8487D5B994B1	gn_antikamis_guard	大师卫兵	
_3E983C556658B4BA	gn_arid_matis_guard	大师卫兵	
_E248D8896A589FA9	gn_barkers_guard	强力卫兵	
_1FE3E0FA29CA268F	gn_beachcombers_guard	大师卫兵	
_23A3B0F6E9E90E94	gn_black_circle_guard	大师卫兵	
_29974C212519DC87	gn_cholorogoos_guard	强力卫兵	
_2658DBEAD9554281	gn_company_eternal_guard_havenofpurity	强力卫兵	
_4D711E7A405F711D	gn_company_eternal_guard_nexus	强力卫兵	
_66993C1D6176C8A3	gn_corsairs_guard	普通卫兵	
_E1F3C805681A2699	gn_darkeningsap_guard	大师卫兵	
_41A748512B68C8BD	gn_duneriders_guard	大师卫兵	
_A58687B3A3BAE00A	gn_ecowarriors_guard	大师卫兵	
_BF9E69E8ECAA6816	gn_first_deserters_guard	强力卫兵	
_B1DF0D1D68B780A8	gn_fraharhunters_guard	强力卫兵	
_80FF8D0C5F3BECEC	gn_fraharhunters_guards	强力卫兵	
_A8A7BC6511D927B1	gn_frahars_guard	精英卫兵	
_E889228D1F84C49F	gn_gooheads_guard	大师卫兵	
_DC2F98B9AAA88CAC	gn_green_seed_guard	普通卫兵	
_A299588D2523D49D	gn_hamazans_guard	强健卫兵	
_82FE9DFE4539300A	gn_iconeworshipers_guard	普通卫兵	
_424E796D65B86BAB	gn_kitin_gatherers_guard	大师卫兵	
_6638DC0FE5B69BA2	gn_lawless_guard	大师卫兵	
_67D7E0878758A7A4	gn_leviers_guard	普通卫兵	
_5CA21A7C39811D2D	gn_matisian_border_guards_guard	强力卫兵	
_AC48642367D9B87E	gn_nightturner_guard	强力卫兵	
_14380D092D1F7887	gn_oasis_diggers_guard	大师卫兵	
_E62677A2A639EC20	gn_pyromancers_guard	大师卫兵	
_C4A7804D2C089CAD	gn_recoverers_guard	大师卫兵	
_EDAD6087D4797CA8	gn_renegades_guard	大师卫兵	
_EBE47BAF144ACC9F	gn_restorers_guard	精英卫兵	
_ADA69C8490AA8086	gn_sacredsap_guard	强健卫兵	
_6623B803E889628B	gn_sap_gleaners_guard	大师卫兵	
_57149854EBF8ACA1	gn_sap_slaves_guard	精英卫兵	
_2BE47BA5112ABC9D	gn_scorchers_guard	精英卫兵	
_D7E9D8036C08308F	gn_shadowrunners_guard	强健卫兵	
_64993C9AA3D3A8A5	gn_siblings_guard	强健卫兵	
_6DA8DD23E099685A	gn_silt_sculptors_guard	强健卫兵	
_ABED4D0942EA0C4C	gn_slash_and_burn_guard	大师卫兵	
_2738DC0EA65743AD	gn_slavers_guard	大师卫兵	
_EC26B495560988B1	gn_smugglers_guard	强力卫兵	
_9A886CABEDF5F09E	gn_tutor_guard	强力卫兵	
_AC78D90FA5086443	gn_water_breakers_guard	强健卫兵	
_97C90509EC0EA092	gn_woven_bridles_guard	大师卫兵	
_8A4D35C26548A80B	gn_zorai_kami_sentinel	Kami 哨卫	
_E308306C5FDA08B1	Fighter	战士	
_68D814346CD8948C	Magician	法师	
_6C7A9C62E6D834BA	Craftsman	工匠	
_0737B77BDDC44E82	MeleeFighter	近战战士	
_A91938A081542C8A	RangeFighter	远程战士	
_5F69048626095079	AttackCaster	进攻施法者	
_AF17F45DEA140072	BufferCaster	增益施法者	
_ACF9E4856A8DEC64	HealerCaster	治疗施法者	
_61702CA3A9DAE42F	Harvester	采集者	
_2A55BC8BA5B96899	Shopkeeper	商人	
_6A89DC672E8A5C93	Faber	工匠	
_E3A7E4872F39505C	IreFighter	狂战士	
_EC1AAC9A6D19E068	Swashbuckler	剑客	
_68F8948362647C90	KamicFist	Kami 之拳	
_D676A49662A7D7A5	BladeBearer	持刃者	
_5599AC929A49FC5E	WindChild	风之子	
_2588FCAA6B08A0B4	Runner	跑者	
_A3BB9C95AA771C9F	Scout	斥候	
_8DCAFC38E2A9945E	FireLance	烈焰枪兵	
_AA79DC9C1A56B7C4	ScarletHunter	绯红猎人	
_8AFAFC672F0C5C9A	GreenHunter	绿色猎人	
_9CA7D8872FC5C36B	AtysGuardian	Atys 守护者	
_ACB7A3801546D834	ShadowHunter	暗影猎人	
_9DEBC0746D5AD4AC	Witherer	枯萎者	
_2BAA60956197BCA7	Fouler	污染者	
_EDA7649DEB5A0C55	Disturber	扰乱者	
_E3F9F89257A40CB6	KamicFury	Kami 之怒	
_ADE8A4ED491BE8A0	SpiritualShield	精神护盾	
_67D4E88E1EDA80B8	Faker	佯攻者	
_D9C8747A580A4C65	WindGuardian	风之守护者	
_A576488A20B90C5E	KamicGuardian	Kami 守护者	
_7088B89D60D790A0	Unknown	未知	
_22B4409229A6B893	SecondBreath	第二呼吸	
_E069EB9D67892847	LifeStealer	汲血者	
_A116638D1F56349F	SecondLife	第二生命	
_E1970385EEA2883E	SapCristal	树液水晶	
_41CFC00F61268789	SandCaravanner	沙海商队者	
_34A2C1B90DAAA495	ImperialSupplier	帝国补给官	
_72D8DC78603ABCA8	Steward	管家	
_ECDA8C68EE16BCB2	Hawker	行商	
_2A49BC9A1212D3AA	range_warrior	远程战士	
_61722CC3A9DAE42F	harvester	采集者	
_E43A109723B664A4	attack_magician	进攻施法者	
_A189A09EDEA85CAD	buffer_magician	增益施法者	
_A5297AB06058B0AD	healer_magician	治疗施法者	
_6A89DCA72E8A5CB3	faber	工匠	
_0CA8C83460FCB8E2	FireMaster	火焰大师	
_67F610442A8ABCC0	LakeMaster	湖泊大师	
_E8F8A4AD53D39C51	gn_gibbay_guard	精英卫兵	
_33185DBF82913503	gn_masters_of_the_goo_guard	精英卫兵	
_AFE00123666AD460	gn_tryker_tribe_slave	Tryker 奴隶	
_B3EF601A05BBAC70	CM	社区管理员	社区管理员
_090C14DD8E0A2524	EM	活动管理员	活动管理员
_A3E59E30A3E581EB	EG	活动向导	活动向导
_19DAEC7920168C8F	OBSERVER	观察者	观察者
_5A05B79F1EA71CA5	Kami_Ally	Kami 勇士	
_ECF9B45D2639D824	Karavan_Ally	Karavan 勇士	
_35DF10730898A57F	gn_aegus_kami_priest	Aegus Kami 布道者	
_1F4FD67C615A7B19	gn_kaemon_kami_priest	Kaemon Kami 布道者	
_0D9252F0B695727B	gn_sekovix_kami_priest	Sekovix Kami 布道者	
_614F0290235CCB20	gn_phyxon_kami_priest	Phyxon Kami 布道者	
_C8F242F871F56283	gn_galemus_kami_priest	Galemus Kami 布道者	
_72985B38F3CD25F5	gn_stalli_karavan_teleporter	Stalli Karavan 传送员	
_3509DECE961A2B66	gn_borea_karavan_teleporter	Borea Karavan 传送员	
_F0985B2871CFB5DF	gn_nistia_karavan_teleporter	Nistia Karavan 传送员	
_2C7E1C358044C3CE	gn_rosilio_karavan_teleporter	Rosilio Karavan 传送员	
_77B9DECE982A0B4F	gn_miani_karavan_teleporter	Miani Karavan 传送员	
_A0930267E8EFFEFB	gn_stalli_karavan_guide	Stalli Karavan 向导	
_F6F4E273380951E3	gn_borea_karavan_guide	Borea Karavan 向导	
_61B4D65A277026ED	gn_nistia_karavan_guide	Nistia Karavan 向导	
_9CD2D20A9D82EC81	gn_rosilio_karavan_guide	Rosilio Karavan 向导	
_BB849E6DFD990DDD	gn_miani_karavan_guide	Miani Karavan 向导	
_E11DA181A1DA8B19	gn_qai_lo_kami_priest	Qai Lo Kami 布道者	
_1C74283532F5CD24	gn_sheng_wo_kami_priest	Sheng Wo Kami 布道者	
_0884F83975751612	gn_men_xing_kami_priest	Men Xing Kami 布道者	
_049E2206B5944291	gn_koi_zun_kami_priest	Koi Zun Kami 布道者	
_A13CB337E1755122	gn_yin_piang_kami_priest	Yin Piang Kami 布道者	
