*HASH_VALUE	placeId	name	da	pr	p	pda	ppr
_B1585ADE528BB6C4	place_outpost_pr_24	延续角外交前哨站					
_77EECD3D072F1D0A	place_outpost_pr_25	树液大湖要塞					
_BD6C7C19AEA8F8DC	place_outpost_pr_26	木谷工坊					
_3397E4C86F599816	place_outpost_pr_27	幽灵峡谷农场					
_7A3A7708F8A0D930	place_outpost_pr_28	龙角工坊					
_E107B0D2F25031F2	place_outpost_pr_29	Cryton 废墟农场					
_7353EAD2F838E392	place_outpost_pr_30	山祟殿要塞					
_FEFDADE4AD50EF34	indoors_rolemaster_craft	制造培训师					
_405D89E7AD70072B	indoors_rolemaster_fight	战斗培训师					
_425D69EE68800712	indoors_rolemaster_magic	魔法培训师					
_42012C9982119510	indoors_rolemaster_harvest	采集培训师					
_690960B32C28148A	tryker_nland_terrace	露台					
_673DA0205C66A7AE	tryker_terrace_1st	露台一层					
_264D601B9C66A79E	tryker_terrace_2nd	露台二层					
_31FE7929E858237A	place_pyr_p_market_1	廉市市场					
_856FEDC62F1A4414	place_pyr_p_west_entrance	Cerakos 门					
_153984B46DAB787F	place_pyr_p_market_2	高市					
_6B5C4D2302CF0516	place_pyr_p_place_warschool	学院广场					
_B7690C84C9814D00	place_pyr_p_fontaine	绿洲喷泉广场					
_5C3011142E8923B2	place_pyr_p_sheriff	卫兵所广场					
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	帝国大厅广场					
_BBDCF30742410125	place_pyr_p_place_mairie_2	Karavia 广场					
_E05A68AE5E49A8B4	place_pyr_p_place_agora	集会广场					
_0E14D0ACADAB8C86	place_pyr_p_street_1	市场巷					
_54A8CC3067F96F80	place_pyr_p_street_2	廉市径					
_5784C8AC2E5A744C	place_pyr_p_street_3	商人之径					
_D6CF39F45B9C8048	place_pyr_p_street_4	Pyr 大街					
_19282D10AF7A8B8B	place_pyr_p_street_5	北门路					
_44495127AAABBC5C	place_pyr_p_street_6	Cerakos 大道					
_F0B0751C30D8977E	place_pyr_p_street_7	Arispotle 大道					
_99DF8519ADEB183B	place_pyr_p_street_8	Coriolis 环道					
_05499BB56C3AB881	place_pyr_p_street_9	Rydon 步道					
_1628C820ED9A8C28	place_pyr_p_street_10	中央巷					
_03F88D1A68AB505C	place_pyr_p_street_11	Leanon 街					
_03F88D202EAB305D	place_pyr_p_street_12	Dexton 街					
_D62F151017DB3880	place_pyr_p_street_13	卫兵所径					
_AB5B15CCAF7201DA	place_pyr_p_street_14	上 Piros 街					
_53A8D80CAB3AC42D	place_pyr_p_street_15	Karavia 路					
_ACEA4988BD9B78EE	place_pyr_p_street_16	锻锤径					
_AB5B15CC7061DDDD	place_pyr_p_street_17	下 Piros 街					
_53CE252AA8263084	place_pyr_p_street_18	南门路					
_53D67FAFEF4BEC7F	place_pyr_p_street_19	浴场巷					
_4349A128ED7BF84B	place_pyr_p_street_20	Abylus 环道					
_95286116EF49E777	place_pyr_p_street_21	喷泉路					
_0449C8AC2FBACC2A	place_pyr_p_street_22	矿工街					
_B0EE25015BBB1F7F	place_pyr_p_street_23	商人步道					
_2FB105272227C0F4	continent_matis_newbie	Matis 之岛					
_B249E525A557A0F2	continent_zorai_newbie	Zoraï 之岛					
_57AB20D9AC098C9C	place_aegus_indoors	Aegus 培训师					
_6C6CA51867882C81	place_kaemon_indoors	Kaemon 培训师					
_885FBD17264A18E3	place_sekovix_indoors	Sekovix 培训师					
_6C6CD12CEC1A4886	place_phyxon_indoors	Phyxon 培训师					
_498F710E6649E8DE	place_galemus_indoors	Galemus 培训师					
_2B3C8D11ECC97889	place_stalli_indoors	Stalli 培训师					
_978AE0E4AA18B8A6	place_borea_indoors	Borea 培训师					
_290C8D202B994C84	place_nistia_indoors	Nistia 培训师					
_45BE7D19AADA14DA	place_rosilio_indoors	Rosilio 培训师					
_5A0A04D32B5874A0	place_miani_indoors	Miani 培训师					
_AC3C71F957912C87	place_qai_lo_indoors	Qaï-Lo 培训师					
_708E391AAB9A8D0A	place_sheng_wo_indoors	Sheng-Wo 培训师					
_02AEF82C29E84D18	place_men_xing_indoors	Nen-Xing 培训师					
_08600DD3C969F8D9	place_koi_zun_indoors	Koï-Zun 培训师					
_795C7143FC803D07	place_yin_piang_indoors	Yin-Piang 培训师					
_C2822A4B4B104927	place_aubermouth_indoors	Aubermouth 培训师					
_002E213427787514	place_barkdell_indoors	Barkdell 培训师					
_844E81142D38DD14	place_hobwelly_indoors	Hobwelly 培训师					
_88F0F13C271A851A	place_waverton_indoors	Waverton 培训师					
_7FBF914379AF8D16	place_dingleton_indoors	Dingleton 培训师					
_422F691DA0BA1111	place_zora_p_cimetiere	墓园区					
_362EEE95C6B05DF7	place_zora_p_marche_commun	高市街区					
_A715481EA9293757	place_zora_p_2	神殿大厅区					
_6051582F6909CBA6	place_zora_p_3	西谷区					
_68E7D432A958E750	place_zora_p_4	Daïsha 宅邸					
_67866FC4E98682A3	place_zora_p_5	Win-Cho 宅邸					
_28F478B3AA59D4B1	continent_indoors	建筑					
_A645B49270E8B0A0	faihaven_stable	Fairhaven 马厩					
_61C994A76EB8D819	place_yrk_p_1	Zachini 区					
_8F199CBE2D6BE453	place_yrk_p_2	Yasson 区					
_DD5570B9ECEA3058	place_yrk_p_3	Aniro 区					
_8FC998B46CECD055	place_yrk_p_4	Tylini 区					
_DD5538B02A9A5C5A	place_yrk_p_5	Libia 区					
_A378A8B8E9878BC0	yrkanis_stable	Yrkanis 马厩					
_2B765B95DBA7B397	place_zora_p_1	胶质追逐区					
_613AD4975989B0AC	zora_stable	Zora 马厩					
_2D6F0161343115EF	place_yrkanis_bar_indoor	Yrkanis 酒吧入口					
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Yrkanis 行政官室入口					
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Natae 队长营房					
_40C031DE09E8A002	ma_natae_foreman_quarter	Natae 监工营房					
_0792FD55B0EF2922	ma_natae_messenger_quarter	Natae 信使营房					
_A154B0019C992499	ma_natae_sage_quarter	Natae 贤者营房					
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Natae 卫兵队长营房					
_C532195C71EF251D	ma_natae_intendant_quarter	Natae 行政官营房					
_005F39E16BBE5B13	ma_davae_sergent_quarter	Davae 中士营房					
_BEE031D409E8A802	ma_davae_foreman_quarter	Davae 监工营房					
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Davae 信使营房					
_1F54B0011C990499	ma_davae_sage_quarter	Davae 贤者营房					
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Davae 卫兵队长营房					
_4392195C71EF2D1F	ma_davae_intendant_quarter	Davae 行政官营房					
_82B00968DC5F4914	ma_avalae_captain_quarter	Avalae 队长营房					
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Avalae 监工营房					
_FA144179824E79B6	ma_avalae_messenger_quarter	Avalae 信使营房					
_26A0D40D2AE53062	ma_avalae_sage_quarter	Avalae 贤者营房					
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Avalae 卫兵队长营房					
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Avalae 行政官营房					
_06AEBA0AA1CF09CA	zo_jenlai_captain_quarter	Jen-Laï 队长营房					
_C666B9555D4F15CA	zo_jenlai_foreman_quarter	Jen-Laï 监工营房					
_4B71C08DFB6BAE3A	zo_jenlai_messenger_quarter	Jen-Laï 信使营房					
_4389082D65949720	zo_jenlai_sage_quarter	Jen-Laï 贤者营房					
_0DE1CC7DBBEA7A44	zo_jenlai_intendant_quarter	Jen-Laï 行政官营房					
_7460336D1826EA26	zo_jenlai_guard_chief_quarter	Jen-Laï 卫兵队长营房					
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Min-Cho 队长营房					
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Min-Cho 监工营房					
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Min-Cho 信使营房					
_C6F90833283497A4	zo_mincho_sage_quarter	Min-Cho 贤者营房					
_8FE1CA8A3A5A7A4C	zo_mincho_intendant_quarter	Min-Cho 行政官营房					
_15D00F73DAD6F62A	zo_mincho_guard_chief_quarter	Min-Cho 卫兵队长营房					
_E64EB21043AFD1D4	zo_hoicho_captain_quarter	Hoï-Cho 队长营房					
_A606B15BFF2FDDD4	zo_hoicho_foreman_quarter	Hoï-Cho 监工营房					
_4B71BE9A7ADBA04E	zo_hoicho_messenger_quarter	Hoï-Cho 信使营房					
_85F908B4A9E483AA	zo_hoicho_sage_quarter	Hoï-Cho 贤者营房					
_0DE1CA8A3A5A6C58	zo_hoicho_intendant_quarter	Hoï-Cho 行政官营房					
_D4D00F733A36CE30	zo_hoicho_guard_chief_quarter	Hoï-Cho 卫兵队长营房					
_1A656D1C65D737B0	place_fairhaven_p_1	会市岔路					
_DE1377BC50588CA0	place_fairhaven_p_2	天涯					
_5D251869E5588CA8	place_fairhaven_p_3	狂风之角					
_56E1DCAE677980AB	place_fairhaven_p_4	Hartley 角					
_A4F3717C3B1E4123	place_fairhaven_p_5	议事厅广场					
_DAB5C0AAE259A0B0	place_fairhaven_p_6	东市					
_C965C01D62D8809D	place_fairhaven_p_7	Frogmore 广场					
_D721C470A338A8B3	place_fairhaven_p_8	Loria 高丘					
_1CA5406C222870A8	place_fairhaven_s_1	Rigan 路					
_19A57C980F2874B0	place_fairhaven_s_2	钟巷					
_36BC098C674E3126	place_fairhaven_s_3	上议事厅大道					
_F4CC098C674E4D25	place_fairhaven_s_4	下议事厅大道					
_1E61DCB1A8A9385C	place_fairhaven_s_5	Hartley 径					
_DAB56D19E2085FB0	place_fairhaven_s_6	东市步道					
_1711B0B166584CAB	place_fairhaven_s_7	Hobelen 步道					
_C975C0BBE3A85499	place_fairhaven_s_8	Frogmore 巷					
_61D632D17A364A81	tr_windermeer_captain_quarter	Windermeer 队长营房					
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Windermeer 监工营房					
_E8F8EE0C5216E20E	tr_windermeer_messenger_quarter	Windermeer 信使营房					
_88420D84431099DE	tr_windermeer_sage_quarter	Windermeer 贤者营房					
_2799365B283C9FB3	tr_windermeer_guard_chief_quarter	Windermeer 卫兵队长营房					
_A868DA071286CE09	tr_windermeer_intendant_quarter	Windermeer 行政官营房					
_27940A6C08F00976	tr_avendale_captain_quarter	Avendale 队长营房					
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Avendale 监工营房					
_97745AEFCD96C193	tr_avendale_messenger_quarter	Avendale 信使营房					
_FB0E659567AF0C24	tr_avendale_sage_quarter	Avendale 贤者营房					
_63F9CBD0FE13C5F2	tr_avendale_guard_chief_quarter	Avendale 卫兵队长营房					
_57A4FAF98C86098B	tr_avendale_intendant_quarter	Avendale 行政官营房					
_58251EE102B9568E	tr_crystabell_sergent_quarter	Crystabell 中士营房					
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Crystabell 监工营房					
_69E9EEFED307E200	tr_crystabell_messenger_quarter	Crystabell 信使营房					
_0671E168C3F201EC	tr_crystabell_sage_quarter	Crystabell 贤者营房					
_A7C9D64A291C07C5	tr_crystabell_guard_chief_quarter	Crystabell 卫兵队长营房					
_2959DAF99377CEFB	tr_crystabell_intendant_quarter	Crystabell 行政官营房					
_ED2748C72CF6E4C0	zo_zora_mairie_ss	主厅					
_72572111A2B7D8B6	zo_zora_mairie_mainroom	主厅					
_84BF1DE6480C5928	fy_fortress_rdc	堡垒地面层					
_6D4019DD10BB144B	fy_fortress_1st	堡垒二层					
_E2A697A5283587B1	hoi_cho_stable	Hoï-Cho 马厩					
_20866FACA6F56BB4	jen_lai_stable	Jen-Laï 马厩					
_E2F67FAFA78587B1	min_cho_stable	Min-Cho 马厩					
_E1D7F4AD9FB58880	pyr_stable1	北 Pyr 马厩					
_E1E700ADE0B58880	pyr_stable2	南 Pyr 马厩					
_10D8DCAD633500A7	pyr_stable3	东 Pyr 马厩					
_27C85FA7268B1082	natae_stable	Natae 马厩					
_27E85F9D26CB106E	davae_stable	Davae 马厩					
_5BC978AD69880081	avalae_stable	Avalae 马厩					
_1CEA78C7E7D8848F	thesos_stable	Thesos 马厩					
_AAA8BFA62C4BD077	dyron_stable	Dyron 马厩					
_CB1ED8FB645A1C92	fairhaven_stable	Fairhaven 马厩					
_B5CFF512673949F8	windermeer_stable	Windermeer 马厩					
_A499A1F1CEA97C93	avendale_stable	Avendale 马厩					
_3BB0CD05A4784116	crystabell_stable	Crystabell 马厩					
_A3D908AC6D6A6495	place_pyr_p_forge	锻造坊					
_AF2D0919C1576A05	r_01_06_forage_place_1	特殊矿藏					
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Ragus 猎点					
_8EB43958F24FD851	place_r_08_03_espionnage	观察点					
_C78F426D3D0F1C2A	continent_fyros_islands	故土					
_C343A9685F37CC90	region_fyros_island1pvp 3	<fyros 小岛 1 (pvp)>					
_20188FF2F929407C	region_fyros_island2	<fyros 小岛 2>					
_24BE643467D8C8C6	region_fyros_island3	Aelius 沙丘					
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	第一猎场					
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	第二猎场					
_50D58839A2EE9278	r_08_04_kitin_boss_1	挑战之地					
_65CACC23504263D7	r_05_34_place_lake_1	湖滨					
_16B10294F1118B4F	place_arrival_from_sources	若看到此文本，即为错误：place_arrival_from_sources。					
_E6013EFFB4FEB861	place_arrival_from_zorai	若看到此文本，即为错误：place_arrival_from_zoraï。					
_20303EFF361FE055	place_arrival_from_matis	若看到此文本，即为错误：place_arrival_from_matis。					
_DACE98C5E36C7230	place_arrival_from_route_gouffre	若看到此文本，即为错误：place_arrival_from_route_gouffre。					
_68FB04BEDC8A4CC3	oasis_rdc	Dyron					
_DADA0C766985AFA5	oasis_1st	绿洲酒馆					
_DBA1B2879853B535	war_school_rdc	军事学校地面层					
_235BE50B449EE81E	war_school_ss	军事学校地下层					
_94352638B17CB560	sherif_armory_rdc	军械库一层					
_85303230FE1225CE	sherif_armory_1st	军械库二层					
_97B394C0997974A0	sherif_rdc	警卫室广场					
_9902D8CF497984A0	sherif_1st	警卫室楼层					
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Hoï-Cho 中士营房					
_2A289CA228F9A0A7	region_matis_island						
_64C03EFF367FF06B	place_arrival_from_fyros	若看到此文本，即为错误：place_arrival_from_fyros。					
_0F4F819946B886B3	place_arrival_from_tryker	若看到此文本，即为错误：place_arrival_from_tryker。					
_5D803EFFB38EC048	place_arrival_from_bagne	若看到此文本，即为错误：place_arrival_from_bagne。					
_F598ACE61E4941CB	place_r_07_13_boss_kill	佣兵					
_7735415374A70966	place_r_01_10_escort	集合点					
_59D5046521FB70DA	place_arena_warning	若看到此文本，即为错误：place_arena_warning					
_CC714C9FEBEF2433	r_01_06_hill_light	若看到此文本，即为错误：r_01_06_hill_light。					
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	若看到此文本，即为错误：r_05_36_mission_place_hunting_2。					
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	若看到此文本，即为错误：r_05_36_mission_place_hunting_3。					
_0144BC1A72366C6C	r_09_10_mission_forage_1	采集木屑					
_6543E020AE366C07	r_09_10_mission_forage_2	采集蜡					
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	采集木材					
_794C1D8BEBD85488	r_08_16_mission_place_2	第一次伏击 					
_399DE9213CD418F4	r_08_16_mission_place_4	第二次伏击					
_FEF3F18880D42C69	r_08_16_mission_place_5	首领在找你					
_DEC9CC99E7779F78	ava_bar_ext1	Avalae					
_D787078F0F8B4067	ava_bar_int2	Avalae 酒吧					
_5636A84F67199C69	ava_bar_int_2	Avalae 酒吧					
_1D4B8C8D68BAA437	dav_bar_ext2	Davae					
_4B1758950F8B6867	dav_bar_int2	Davae 酒吧					
_9D2BB497E89ACC41	nat_bar_ext2	Natae					
_D3FA885C679A9C41	nat_bar_int_2	Natae 酒吧					
_CDD758A90F8B6067	nat_bar_int2	Natae 酒吧					
_A5677CB95F570BBC	serre2	Yrkanis					
_A5577CB91F5707BC	serre1	Yrkanis					
_11D894BB6B18DEBA	yrk_serre_ncp2	Yrkanis 温室					
_55D894BB6B18DAAD	yrk_serre_npc1	Yrkanis 温室					
_E7EAF4B9A48A14B3	yrk_bar_ext	Yrkanis					
_99B903B9D54A188E	yrk_bar_int1	Yrkanis 酒吧					
_A759546346C8BBCA	mairie_rdc	一层					
_C45A9DE5178C1321	yrkanis mairie ss	市政厅地下层					
_61403EFF36E0205D	place_arrival_from_nexus	若看到此文本，即为错误：place_arrival_from_nexus。					
_E3A13EFFB3CFFC57	place_arrival_from_terre	若看到此文本，即为错误：place_arrival_from_terre。					
_C8E11A63023D3424	continent_tryker_island	故土					
_782750B66DD50B84	region_tryker_island1	<tryker 小岛 1>					
_783750B66DD50B85	region_tryker_island2	<tryker 小岛 2>					
_784750B66DD50B86	region_tryker_island3	<tryker 小岛 3>					
_9FDAC1DE6DF71481	region_tryker_island4	Olkern 湖					
_786750B66DD50B88	region_tryker_island5	<tryker 小岛 5>					
_06C2A8376442D645	r_01_28_mission_tp_1a	露珠附近的漩涡洞					
_5D3124100950F084	r_01_28_mission_tp_2a	露珠附近的通道					
_1EA438315D638A9E	r_05_33_creek_1	Clopper 溪					
_F27CBD6F00A82016	r_01_27_place_libertylake	危险海滩					
_0F1086393F8B083C	r_01_27_place_libertylake_2	Clopper 海滩					
_53F9A97830AA1FE7	r_12_04	若看到此文本，即为错误：r_12_04					
_D8EE237CA3C73181	r_01_28_mission_tp_1	Muse 之风附近的漩涡洞					
_321059AE9A1F0970	r_01_28_mission_tp_2	Muse 之风附近的通道					
_2C7D7F0D60A5B869	continent_zorai_island	Oflovak 之路					
_DB798FE7FE88087C	region_zorai_island1	<zoraï 小岛 1>					
_1B798FE8FE88087C	region_zorai_island2	<zoraï 小岛 2>					
_5B798FE9FE88087C	region_zorai_island3	<zoraï 小岛 3>					
_9C798FEAFE88087C	region_zorai_island4	<zoraï 小岛 4>					
_FBA877B09500939C	r_06_12_forage_1	树脂产地					
_772E4C85FE065074	r_06_12_forage_2	腐纤维产地					
_8926187ED6A4F65B	r_06_12_hunting_1	猎场					
_DAE5ACAB55DD2399	r_10_10_goo_hunting	感染区					
_7FE78D2E9558B3A2	zora_mairie_ss	市政厅地下层					
_651AB4C7EC37448B	zora_mairie_mainroom	市政厅					
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Kami 仪式之地					
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	供奉之井					
_6CE9E88E6105DCA9	gmisland	中庭之岛					
_EA39D49BE04753AE	gmisland_stable	中庭马厩					
_69670C5ADDE9CCB8	gmcampfire	中庭营地					
_EFD6BCAEA0A863B1	gmarena	中庭竞技场					
_CDA66BB129164B9B	r_06_13_kitin	探索区域					
_E589639EDA4288B3	debug_place_visit	测试地点 1					
_6C857FCF85DB7CA3	debug_place_visit2	测试地点 2					
_46DF20FF673994DF	debug_place_teleport	传送测试点					
_F48DF7D5800A5CC9	r_05_15_repere_bandits	强盗巢穴					
_F50B113966162410	r_03_38_village_shadowrunners	营地					
_33DA74E9E7B74760	place_r_05_41_foreuses	原材料矿藏					
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	灵液深渊抵达点					
_C8E5A6975D642900	welcomer_natae_guardchief	Natae 卫兵队长					
_42BFED62CB5D99C2	welcomer_natae_intendant	Natae 行政官					
_5C34809BD9B7B892	welcomer_natae_sage	Natae 贤者					
_C2BFC5624B5D71C2	welcomer_davae_intendant	Davae 行政官					
_5A34589BD9B7C092	welcomer_davae_sage	Davae 贤者					
_48E57E97DD640100	welcomer_davae_guardchief	Davae 卫兵队长					
_579522D7DAB182EB	welcomer_avalae_guardchief	Avalae 卫兵队长					
_D91530CE24E844A4	welcomer_avalae_sage	Avalae 贤者					
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Avalae 行政官					
_FEABB5156969D8D2	welcomer_avendale	Avendale 官员					
_3B2F0A60303F3DBE	welcomer_windermeer	Windermeer 官员					
_C110E2536D7E35DC	welcomer_crystabell	Crystabell 官员					
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Jen-Laï 卫兵队长					
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Jen-Laï 行政官					
_D47ED9B5D4485478	welcomer_jenlai_sage	Jen-Laï 贤者					
_1CBF798FC07C2079	welcomer_mincho_intendant	Min-Cho 行政官					
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Min-Cho 卫兵队长					
_D41E01ACD4A88072	welcomer_mincho_sage	Min-Cho 贤者					
_DB1F658A412C2079	welcomer_hoicho_intendant	Hoï-Cho 行政官					
_937EEDACD458986D	welcomer_hoicho_sage	Hoï-Cho 贤者					
_730239D45D6E198F	welcomer_hoicho_guardchief	Hoï-Cho 卫兵队长					
_BC5EF96FBE283C5E	episode2_camp_karavan_fyros_island	Aelius 沙丘 Karavan 营地					
_036E80DFA0CB2BB0	episode2_camp_kami_fyros_island	Aelius 沙丘 Kami 营地					
_0DFE209AE36A8F9A	episode2_camp_kami_matis_island	Almati 林 Kami 营地					
_917E577AB344704E	episode2_camp_karavan_matis_island	Almati 林 Karavan 营地					
_409ED04BDF5FC049	episode2_camp_karavan_tryker_island	Olkern 湖 Karavan 营地					
_FB7BA7032F267DF7	episode_2_camp_kami_tryker_island	Olkern 湖 Kami 营地					
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	猎场					
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	破碎废墟					
_6BAB95F65A4612C5	place_shattered_ruins_silan	Silan 废墟					
_C1B6D7A38910C280	place_shattered_ruins_trone	王座厅					
_F7ED900FB606BF52	region_newbieland_starting_zone	游侠之地					
_F207FC792E5B7FD7	place_starting_zone_starting_city	游侠营地					
_1FC0BD051FBA29C2	place_starting_zone_arena	Arena					
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	枯萎区					
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	光辉之湖					
_76195654F845B2F6	region_newbieland_kitins_jungle	Kitin 丛林					
_80BF8CB067DB7D2B	Karavan Embassy	Karavan 使馆					
_13D97FAB68F4205D	Kami_Enclave	Kami 飞地					
_710627533E632FDF	place_hunting_grounds_gingo_lair	Ragus 巢穴					
_CC0CE3C65B7FA15A	mission_place_tryker_02	勘探区					
_CC0CE3C65B8FA15A	mission_place_tryker_03	勘探区					
_AADAC0B4A615B39C	mission_place_ranger_01						
_AADAC0B4A625B39C	mission_place_ranger_02						
_A35A89087EC54678	mission_place_ilot	实验场地					
_C2EB1553A7B1C119	newbieland	管制之地					
_FB2D817EC31E3E85	region_newbieland	待探之地					
_CC0CE3C6639FA15A	mission_place_tryker_04	勘探区					
_7B1B7F9960E2527E	continent_corrupted_moor	腐化荒沼					
_3874F76125ABDBD0	region_karavanexclusionzone	破碎平原					
_F72E18E86DBAD71D	place_tcm_karavan_camp	Karavan 实验营					
_84DA729970FAC598	region_hopeforest	梦境之林					
_3EF4CE5601CB0411	place_tcm_company_camp	Kami 传教站					
_F626D6DF156DE713	place_tcm_company_eternal_tree	永恒之树社团营地					
_A742D3D0E55D59D7	place_tcm_keepers	看守者考古基地					
_3B9B8E81B2B19923	place_tcm_tutors	导师圣殿					
_454F7CA10219582C	region_northspire	北境群峰					
_AC63A7DA9FD6BECE	place_tcm_chlorogoo_camp	Chlorogoo 堡垒					
_5195E131C73B2859	region_fyreruins	Fyros 古城					
_8925B345F92FFD83	place_tcm_arena	献祭竞技场					
_5C614563DCCA42D2	place_tcm_kitin_nest	原 Karavan 仓库					
_72E6CE3DF34E5F02	region_mistvalley	迷雾之谷					
_7D2B4C1CAFA6BFFC	fyre_village	Fyre 村废墟					
_270C2BB5543D5BA2	place_tcm_karavan_south_west	巡逻区					
_270C1BA3543D5BA2	place_tcm_karavan_south_east	巡逻区					
_729FB81B15BB49D6	place_tcm_karavan_raid_ceremony_trigger	Karavan 实验营					
_2B9C66C11C4631ED	place_tcm_karavan_raid_ceremony_target	Karavan 实验营					
_0CF23F6CE22867E1	place_tcm_company_raid_ceremony_trigger	Kami 传教站					
_72621C2FB0575EE1	place_tcm_company_raid_ceremony_target	Kami 传教站					
_2454F9A3756BE489	place_tcm_shaman_tent	若看到此文本，即为错误：place_tcm_shaman_tent					
_7086751EB6C58F8F	place_tcm_rock_fall	原 Karavan 仓库					
_D986F2FBCC9A5D45	place_tcm_karavan_outpost	Karavan 前哨站					
_57B18A7D7106EFE2	kitiniere_cattle_room	牲畜栏					
_C48FA13F83FE24FC	kitiniere_dark_mines	黑暗矿道					
_3A30A9CE6C46971F	kitiniere_eggs_room	初卵室					
_AA384C96EF18E4BB	kitiniere_entrance	入口					
_24CA70A7238454B2	kitiniere_old_mines	旧矿道					
_44F20D1B6CB6931E	kitiniere_princes_room	皇子室					
_ED795F15E6D9C493	kitiniere_queen_room	蜂后室					
_2959ECAE0CB888AF	kitiniere	Kitin 巢穴					
_9701C07FF26F0E41	continent_kitiniere	Kitin 巢穴					
_7556019ACD0C07D7	place_mission_fyros_01_yubo	Yubo 园					
_46BF61EE6B3E0F09	place_mission_fyros_02_huntingground_t1	Bodoc 群					
_2DED2FD120F0B5AB	place_mission_fyros_02_huntingground_t1exit	占位地点					
_2DED2FD12000B5AB	place_mission_fyros_02_huntingground_t2exit	占位地点					
_C8D0B0E082190B1C	place_mission_fyros_02_huntingground_t2	Yubo 群					
_E12DF302E2D0898E	place_mission_fyros_02_huntingground	猎场					
_5E480BFFD3CF01AB	place_mission_fyros_04_carcasse	案发现场					
_BFB72D82489D03B7	place_mission_fyros_04_ragus	Ragus 群					
_1B83DD9701AFB48C	place_mission_zorai_rendor	Rendor 平原					
_3F9B714E67806100	place_shooting_range	训练区					
_42EBB9231FA2290D	place_mission_javezone	Javing 之林					
_C59E293FF88FC82B	place_mission_slavezone	Slaveni 田野					
_8B05117DBECCE27B	place_forage_start	勘探区					
_D32CB2D7CF615792	place_forage_zun	Zun 勘探区					
_65DD63BF98F5768D	place_forage_shat	多重勘探区					
_651E2A3B082B51E9	place_forage_chloro	胶质洼地					
_A4C578AF23F6B7A0	gerder_food	Gerder 通道					
_0B9FC534BF35F140	rpjob_magnecarto_1_a	磁力测量区 A					
_4B9FC934BF35F140	rpjob_magnecarto_1_b	磁力测量区 B					
_8B9FCD34BF35F140	rpjob_magnecarto_1_c	磁力测量区 C					
_CC9FD134BF35F140	rpjob_magnecarto_1_d	磁力测量区 D					
_0B9FC934BF35F140	rpjob_magnecarto_2_a	磁力测量区 A					
_4B9FCD34BF35F140	rpjob_magnecarto_2_b	磁力测量区 B					
_8B9FD134BF35F140	rpjob_magnecarto_2_c	磁力测量区 C					
_CC9FD534BF35F140	rpjob_magnecarto_2_d	磁力测量区 D					
_0B9FCD34BF35F140	rpjob_magnecarto_3_a	磁力测量区 A					
_4B9FD134BF35F140	rpjob_magnecarto_3_b	磁力测量区 B					
_8B9FD534BF35F140	rpjob_magnecarto_3_c	磁力测量区 C					
_CC9FD934BF35F140	rpjob_magnecarto_3_d	磁力测量区 D					
_0B9FD134BF35F140	rpjob_magnecarto_4_a	磁力测量区 A					
_4B9FD534BF35F140	rpjob_magnecarto_4_b	磁力测量区 B					
_8B9FD934BF35F140	rpjob_magnecarto_4_c	磁力测量区 C					
_CC9FDD34BF35F140	rpjob_magnecarto_4_d	磁力测量区 D					
_0B9FD534BF35F140	rpjob_magnecarto_5_a	磁力测量区 A					
_4B9FD934BF35F140	rpjob_magnecarto_5_b	磁力测量区 B					
_8B9FDD34BF35F140	rpjob_magnecarto_5_c	磁力测量区 C					
_CC9FE134BF35F140	rpjob_magnecarto_5_d	磁力测量区 D					
